"","CS_ID","age","workclass","education_num","marital_status","relationship","occupation","race","hours_per_week","income","education_cat","gender"
"287","CS287",50,"Private",10,"D","Husband","Service","White",45.5,50.39,"universitaria","m"
"288","CS288",25,"Private",13,"S","Not-in-family","White-Collar","White",40.5,47.26,"universitaria","f"
"289","CS289",50,"Private",4,"M","Not-in-family","Blue-Collar","White",40.5,53.5,"primaria","m"
"290","CS290",36,"Private",13,"M","Husband","Professional","White",45.5,54.8,"universitaria","m"
"291","CS291",31,"Private",9,"D","Husband","Professional","White",40.5,42.26,"secundaria","f"
"292","CS292",29,"Government",13,"S","Not-in-family","Service","White",56,55.69,"universitaria","m"
"293","CS293",21,"Private",10,"S","Not-in-family","Sales","White",45.5,50.37,"universitaria","m"
"294","CS294",27,"Private",13,"S","Own-child","Service","Black",40,37.89,"universitaria","f"
"295","CS295",65,"Private",9,"M","Unmarried","Blue-Collar","White",16.5,59.22,"secundaria","m"
"296","CS296",37,"Self-Employed",13,"D","Husband","Sales","White",60,38.07,"universitaria","f"
"297","CS297",39,"Other/Unknown",14,"M","Not-in-family","Other/Unknown","Asian-Pac-Islander",40,42.94,"postuniversitaria","f"
"298","CS298",24,"Private",9,"S","Wife","Blue-Collar","White",40,48.01,"secundaria","m"
"299","CS299",38,"Private",9,"D","Own-child","Sales","White",80,50.37,"secundaria","m"
"300","CS300",48,"Private",13,"M","Not-in-family","White-Collar","White",40,61.17,"universitaria","m"
"301","CS301",21,"Private",10,"S","Husband","Service","Asian-Pac-Islander",25,34.55,"universitaria","f"
"302","CS302",31,"Private",9,"M","Not-in-family","Blue-Collar","White",45.5,53.56,"secundaria","m"
"303","CS303",55,"Private",9,"M","Husband","Sales","White",40.5,50.76,"secundaria","m"
"304","CS304",24,"Private",10,"M","Husband","White-Collar","Asian-Pac-Islander",40.5,43.41,"universitaria","f"
"305","CS305",43,"Private",9,"D","Wife","White-Collar","White",40.5,43.41,"secundaria","f"
"306","CS306",26,"Private",12,"S","Not-in-family","Service","White",45.5,49.51,"universitaria","m"
"307","CS307",46,"Private",12,"S","Not-in-family","Professional","White",33.5,36.06,"universitaria","f"
"308","CS308",35,"Private",12,"M","Not-in-family","White-Collar","White",40,58.39,"universitaria","m"
"309","CS309",41,"Self-Employed",10,"M","Husband","Blue-Collar","White",54.5,55.42,"universitaria","m"
"310","CS310",26,"Private",13,"S","Husband","Sales","White",40.5,53.09,"universitaria","m"
"311","CS311",34,"Private",14,"M","Not-in-family","White-Collar","Asian-Pac-Islander",35.5,51.51,"postuniversitaria","m"
"312","CS312",19,"Other/Unknown",10,"S","Husband","Other/Unknown","Black",25.5,35.93,"universitaria","f"
"313","CS313",36,"Self-Employed",13,"D","Own-child","Professional","Black",40.5,34.86,"universitaria","f"
"314","CS314",22,"Private",10,"S","Not-in-family","Sales","White",15,46.01,"universitaria","m"
"315","CS315",24,"Private",10,"S","Own-child","Blue-Collar","White",40.5,50.32,"universitaria","m"
"316","CS316",37.3573817486861,"Self-Employed",10,"M","Not-in-family","Sales","White",40.5,52.02,"universitaria","m"
"317","CS317",22,"Private",3,"M","Husband","Blue-Collar","White",40,42.58,"primaria","f"
"318","CS318",29,"Private",10,"S","Other-relative","Service","White",40.5,35.65,"universitaria","f"
"319","CS319",62,"Private",9,"W","Not-in-family","Service","White",24,42.24,"secundaria","f"
"320","CS320",39,"Self-Employed",9,"M","Not-in-family","White-Collar","White",40,55.98,"secundaria","m"
"321","CS321",43,"Private",10,"M","Husband","Blue-Collar","White",50.5,56.36,"universitaria","m"
"322","CS322",35,"Private",9,"D","Husband","Blue-Collar","White",45,54.63,"secundaria","m"
"323","CS323",29,"Private",7,"S","Not-in-family","White-Collar","White",40.5,39.56,"secundaria","f"
"324","CS324",37.3573817486861,"Self-Employed",14,"M","Not-in-family","Blue-Collar","White",10.5,55.24,"postuniversitaria","m"
"325","CS325",63,"Self-Employed",9,"M","Husband","Blue-Collar","White",45.5,51.98,"secundaria","m"
"326","CS326",23,"Other/Unknown",11,"S","Husband","Other/Unknown","Black",15.5,35.92,"universitaria","f"
"327","CS327",43,"Private",10,"M","Own-child","Professional","White",50.5,43.77,"universitaria","f"
"328","CS328",58,"Self-Employed",9,"M","Wife","Blue-Collar","White",40,54,"secundaria","m"
"329","CS329",37.3573817486861,"Private",9,"S","Husband","Blue-Collar","White",55.5,55.09,"secundaria","m"
"330","CS330",41,"Private",10,"S","Not-in-family","Blue-Collar","Black",45,43.69,"universitaria","m"
"331","CS331",26,"Private",13,"S","Not-in-family","White-Collar","White",40.5,56.05,"universitaria","m"
"332","CS332",47,"Private",11,"S","Not-in-family","Service","White",40.5,46.64,"universitaria","m"
"333","CS333",55,"Government",6,"M","Not-in-family","White-Collar","White",40,59.27,"primaria","m"
"334","CS334",53,"Private",9,"M","Husband","Blue-Collar","White",40,58.62,"secundaria","m"
"335","CS335",17,"Private",3,"S","Husband","Service","White",48,46.63,"primaria","m"
"336","CS336",30,"Private",9,"S","Other-relative","Blue-Collar","White",40.5,46.79,"secundaria","m"
"337","CS337",49,"Private",14,"S","Other-relative","Professional","White",60.5,48.88,"postuniversitaria","m"
"338","CS338",19,"Private",9,"S","Not-in-family","Sales","Black",30.5,38.86,"secundaria","m"
"339","CS339",45,"Private",9,"M","Unmarried","Service","Black",40.5,46.07,"secundaria","m"
"340","CS340",26,"Private",12,"S","Husband","Sales","White",40,48.5,"universitaria","m"
"341","CS341",38,"Private",11,"M","Not-in-family","Blue-Collar","White",40,57,"universitaria","m"
"342","CS342",36,"Government",9,"M","Husband","Service","White",40,57.99,"secundaria","m"
"343","CS343",33,"Private",9,"S","Husband","Blue-Collar","White",20.5,53.72,"secundaria","m"
"344","CS344",22,"Government",10,"S","Not-in-family","Service","Black",40,42.07,"universitaria","f"
"345","CS345",43,"Self-Employed",13,"S","Own-child","Sales","White",42,46.48,"universitaria","m"
"346","CS346",37.3573817486861,"Other/Unknown",7,"M","Not-in-family","Other/Unknown","White",8,44.91,"secundaria","m"
"347","CS347",30,"Other/Unknown",11,"D","Husband","Other/Unknown","White",40.5,36.71,"universitaria","f"
"348","CS348",56,"Private",12,"M","Unmarried","Service","White",25.5,52.01,"universitaria","m"
"349","CS349",31,"Private",13,"S","Not-in-family","Professional","White",25,47.76,"universitaria","m"
"350","CS350",33,"Private",13,"M","Own-child","White-Collar","White",40.5,57.86,"universitaria","m"
"351","CS351",26,"Private",9,"M","Husband","Service","White",40,53.8,"secundaria","m"
"352","CS352",33,"Private",13,"M","Husband","White-Collar","White",40.5,54.23,"universitaria","m"
"353","CS353",46,"Government",7,"M","Husband","Blue-Collar","White",30.5,57.6,"secundaria","m"
"354","CS354",59,"Other/Unknown",13,"M","Husband","Other/Unknown","White",40,51.23,"universitaria","m"
"355","CS355",38,"Government",9,"M","Husband","White-Collar","White",40.5,59.34,"secundaria","m"
"356","CS356",65,"Private",7,"W","Husband","Service","Other",40,38.49,"secundaria","m"
"357","CS357",40,"Private",11,"M","Unmarried","Service","White",40.5,53.63,"universitaria","m"
"358","CS358",42,"Private",9,"M","Husband","White-Collar","White",35.5,47.03,"secundaria","f"
"359","CS359",26,"Self-Employed",5,"M","Wife","Blue-Collar","White",40,45.6,"primaria","m"
"360","CS360",36,"Private",6,"M","Husband","Service","White",24,45.8,"primaria","f"
"361","CS361",62,"Private",14,"M","Wife","Professional","White",40,54.99,"postuniversitaria","m"
"362","CS362",43,"Private",13,"M","Husband","Blue-Collar","White",45.5,57.97,"universitaria","m"
"363","CS363",43,"Private",13,"D","Husband","White-Collar","White",45.5,56.22,"universitaria","m"
"364","CS364",22,"Private",9,"M","Not-in-family","Sales","White",55.5,54.15,"secundaria","m"
"365","CS365",28,"Private",9,"M","Not-in-family","Blue-Collar","White",40,56.47,"secundaria","m"
"366","CS366",56,"Self-Employed",10,"M","Husband","Sales","White",45,49.71,"universitaria","m"
"367","CS367",22,"Private",12,"S","Husband","Sales","White",15,38.59,"universitaria","f"
"368","CS368",57,"Private",13,"D","Not-in-family","White-Collar","White",45,44.2,"universitaria","f"
"369","CS369",39,"Private",9,"D","Not-in-family","Sales","White",40.5,40.87,"secundaria","f"
"370","CS370",26,"Government",10,"S","Unmarried","White-Collar","White",15,45.41,"universitaria","f"
"371","CS371",17,"Private",7,"S","Unmarried","Service","White",10.5,50.81,"secundaria","m"
"372","CS372",40,"Government",11,"M","Own-child","Blue-Collar","White",38.5,56.45,"universitaria","m"
"373","CS373",45,"Private",9,"M","Husband","Blue-Collar","Black",40,46.41,"secundaria","m"
"374","CS374",44,"Private",9,"S","Husband","Blue-Collar","Black",40.5,44.96,"secundaria","m"
"375","CS375",20,"Government",10,"S","Not-in-family","White-Collar","White",10,47.02,"universitaria","f"
"376","CS376",33,"Private",9,"M","Own-child","Blue-Collar","White",40,43.8,"secundaria","f"
"377","CS377",23,"Private",10,"S","Wife","Sales","White",40,46,"universitaria","m"
"378","CS378",46,"Self-Employed",14,"D","Not-in-family","White-Collar","White",30,52.91,"postuniversitaria","m"
"379","CS379",38,"Private",9,"M","Not-in-family","Sales","White",50.5,52.4,"secundaria","m"
"380","CS380",54,"Private",9,"D","Husband","Blue-Collar","White",40.5,49.03,"secundaria","m"
"381","CS381",46,"Private",3,"D","Not-in-family","Blue-Collar","White",45,40.73,"primaria","f"
"382","CS382",25,"Private",10,"M","Not-in-family","Blue-Collar","White",40,55.43,"universitaria","m"
"383","CS383",46,"Private",10,"D","Husband","Sales","White",40.5,40.03,"universitaria","f"
"384","CS384",36,"Government",10,"M","Not-in-family","Blue-Collar","White",40.5,47.27,"universitaria","f"
"385","CS385",23,"Private",9,"S","Wife","Service","White",25.5,38.18,"secundaria","f"
"386","CS386",29,"Private",9,"X","Not-in-family","Blue-Collar","White",40,53.62,"secundaria","m"
"387","CS387",44,"Private",10,"M","Not-in-family","White-Collar","White",6,47.51,"universitaria","f"
"388","CS388",19,"Private",10,"S","Wife","White-Collar","White",16.5,39.88,"universitaria","f"
"389","CS389",19,"Private",9,"S","Own-child","Service","White",40,36.69,"secundaria","f"
"390","CS390",35,"Private",9,"M","Other-relative","Service","White",40,42.73,"secundaria","f"
"391","CS391",27,"Private",13,"S","Wife","Blue-Collar","White",50.5,51.05,"universitaria","m"
"392","CS392",46,"Self-Employed",12,"X","Not-in-family","Blue-Collar","White",40.5,44.98,"universitaria","m"
"393","CS393",34,"Government",13,"M","Not-in-family","White-Collar","White",45,64.17,"universitaria","m"
"394","CS394",34,"Private",9,"S","Husband","Service","White",35.5,36.2,"secundaria","f"
"395","CS395",44,"Private",10,"M","Not-in-family","Service","White",40.5,51.47,"universitaria","m"
"396","CS396",45,"Private",10,"D","Husband","Blue-Collar","White",40.5,45.66,"universitaria","f"
"397","CS397",20,"Other/Unknown",9,"S","Unmarried","Other/Unknown","White",35,32.89,"secundaria","f"
"398","CS398",25,"Private",13,"M","Other-relative","White-Collar","White",55.5,60.12,"universitaria","m"
"399","CS399",52,"Self-Employed",13,"M","Husband","White-Collar","White",50.5,53.57,"universitaria","m"
"400","CS400",20,"Private",10,"S","Husband","Blue-Collar","White",40,50.19,"universitaria","m"
"401","CS401",28,"Private",10,"S","Own-child","Service","White",40,37.99,"universitaria","f"
"402","CS402",50,"Government",13,"M","Not-in-family","Service","White",40,55.39,"universitaria","m"
"403","CS403",34,"Private",11,"D","Husband","Service","White",64.5,39.08,"universitaria","f"
"404","CS404",28,"Private",4,"M","Not-in-family","Blue-Collar","Other",40,42.22,"primaria","m"
"405","CS405",41,"Private",14,"M","Husband","White-Collar","White",65.5,60.86,"postuniversitaria","m"
"406","CS406",28,"Private",9,"M","Husband","White-Collar","White",40,53.53,"secundaria","m"
"407","CS407",46,"Self-Employed",9,"M","Husband","Blue-Collar","White",25.5,51.22,"secundaria","m"
"408","CS408",28,"Other/Unknown",10,"M","Husband","Other/Unknown","White",40.5,40.65,"universitaria","f"
"409","CS409",32,"Private",10,"M","Wife","White-Collar","White",50,56.48,"universitaria","m"
"410","CS410",41,"Government",10,"D","Husband","Service","Black",24.5,43.5,"universitaria","f"
"411","CS411",24,"Private",9,"S","Not-in-family","Blue-Collar","Black",40.5,41.69,"secundaria","f"
"412","CS412",33,"Private",10,"D","Unmarried","White-Collar","White",40,44.83,"universitaria","f"
"413","CS413",46,"Private",16,"M","Unmarried","White-Collar","White",60,61.45,"postuniversitaria","m"
"414","CS414",31,"Government",10,"M","Husband","Blue-Collar","White",40.5,58.98,"universitaria","m"
"415","CS415",35,"Private",8,"D","Husband","Blue-Collar","White",50,51.2,"secundaria","m"
"416","CS416",52,"Private",2,"M","Not-in-family","Blue-Collar","White",40.5,48.09,"primaria","m"
"417","CS417",30,"Private",7,"S","Husband","Service","White",19,36.45,"secundaria","f"
"418","CS418",34,"Government",7,"X","Own-child","Blue-Collar","Black",40.5,47.25,"secundaria","m"
"419","CS419",34,"Government",9,"D","Not-in-family","Blue-Collar","White",40.5,47.08,"secundaria","f"
"420","CS420",20,"Private",10,"M","Unmarried","Sales","White",30,50.49,"universitaria","m"
"421","CS421",17,"Private",7,"S","Husband","Blue-Collar","White",18.5,52.78,"secundaria","m"
"422","CS422",32,"Government",13,"M","Own-child","White-Collar","White",40.5,52.76,"universitaria","f"
"423","CS423",29,"Private",9,"D","Wife","Blue-Collar","White",40.5,52.11,"secundaria","m"
"424","CS424",33,"Private",6,"S","Not-in-family","Blue-Collar","White",35,42.44,"primaria","f"
"425","CS425",25,"Private",9,"M","Unmarried","Blue-Collar","White",60,53.9,"secundaria","m"
"426","CS426",36,"Government",14,"S","Husband","Professional","White",40.5,53.72,"postuniversitaria","m"
"427","CS427",23,"Private",9,"S","Not-in-family","Blue-Collar","White",72,56.43,"secundaria","m"
"428","CS428",63,"Self-Employed",9,"M","Not-in-family","White-Collar","White",40,54.9,"secundaria","m"
"429","CS429",47,"Government",14,"M","Husband","Professional","White",40.5,62.22,"postuniversitaria","m"
"430","CS430",37.3573817486861,"Other/Unknown",9,"W","Husband","Other/Unknown","White",24.5,43.53,"secundaria","m"
"431","CS431",17,"Other/Unknown",7,"S","Not-in-family","Other/Unknown","White",40.5,43.5,"secundaria","m"
"432","CS432",40,"Self-Employed",13,"M","Own-child","Professional","White",40.5,42.19,"universitaria","f"
"433","CS433",30,"Private",12,"M","Not-in-family","Service","White",25,42.97,"universitaria","f"
"434","CS434",27,"Private",10,"S","Wife","Blue-Collar","Asian-Pac-Islander",40,39.6,"universitaria","m"
"435","CS435",33,"Private",14,"M","Own-child","Professional","White",50,54.87,"postuniversitaria","m"
"436","CS436",34,"Government",9,"S","Husband","Blue-Collar","Black",60.5,45.46,"secundaria","m"
"437","CS437",34,"Government",10,"S","Not-in-family","Service","White",40.5,43.75,"universitaria","f"
"438","CS438",23,"Private",10,"M","Not-in-family","White-Collar","White",40.5,59.16,"universitaria","m"
"439","CS439",42,"Government",10,"M","Husband","White-Collar","White",40.5,47.11,"universitaria","f"
"440","CS440",29,"Private",13,"S","Wife","Professional","White",40.5,52.57,"universitaria","m"
"441","CS441",45,"Private",9,"D","Not-in-family","White-Collar","White",28,41.5,"secundaria","f"
"442","CS442",24,"Government",9,"S","Not-in-family","Other/Unknown","White",40.5,52.62,"secundaria","m"
"443","CS443",44,"Private",10,"M","Own-child","Professional","White",40.5,54.94,"universitaria","m"
"444","CS444",27,"Private",5,"S","Husband","Blue-Collar","White",40.5,49.16,"primaria","m"
"445","CS445",20,"Private",10,"S","Other-relative","Sales","White",35.5,46.46,"universitaria","m"
"446","CS446",44,"Private",9,"W","Not-in-family","White-Collar","Black",40,44.14,"secundaria","f"
"447","CS447",51,"Private",9,"M","Unmarried","Blue-Collar","Amer-Indian-Eskimo",40.5,46.4,"secundaria","m"
"448","CS448",20,"Private",9,"M","Husband","Blue-Collar","White",40.5,56.36,"secundaria","m"
"449","CS449",17,"Other/Unknown",7,"S","Husband","Other/Unknown","White",5,28.73,"secundaria","f"
"450","CS450",19,"Private",9,"S","Own-child","Blue-Collar","Black",40,37.29,"secundaria","f"
"451","CS451",45,"Self-Employed",10,"M","Own-child","Blue-Collar","White",55,55.96,"universitaria","m"
"452","CS452",60,"Private",9,"M","Husband","Blue-Collar","White",40.5,57.88,"secundaria","m"
"453","CS453",42,"Private",12,"M","Husband","White-Collar","Black",40,51.05,"universitaria","m"
"454","CS454",44,"Self-Employed",9,"M","Husband","Sales","White",40,40.74,"secundaria","f"
"455","CS455",40,"Private",11,"M","Wife","Blue-Collar","Asian-Pac-Islander",40.5,48.14,"universitaria","m"
"456","CS456",30,"Private",9,"M","Husband","White-Collar","White",40.5,41.57,"secundaria","f"
"457","CS457",38,"Private",10,"M","Wife","Blue-Collar","Black",50.5,49.96,"universitaria","m"
"458","CS458",23,"Private",9,"M","Husband","Blue-Collar","White",60,54.31,"secundaria","m"
"459","CS459",32,"Other/Unknown",10,"M","Husband","Other/Unknown","White",40,49.72,"universitaria","m"
"460","CS460",44,"Private",12,"S","Husband","Blue-Collar","White",40.5,51.65,"universitaria","m"
