"CS_ID";"age";"workclass";"fnlwgt";"education_num";"marital_status";"relationship";"occupation";"race";"sex";"capital_gain";"capital_loss";"hours_per_week";"income"
"CS214";54;" Self-Employed";85815;4;" Married";"Husband";" Blue-Collar";" White";" M";0;0;"40,5 h";"50030 euros"
"CS215";37;" Private";125417;13;" Single";"Husband";" White-Collar";" Black";" M";0;0;"60,5 h";"44,95 Milers d'euros"
"CS216";50;" Private";635913;12;" Divorced";"Not-in-family";" Sales";" White";" Fem";0;0;"40 h";"43770 euros"
"CS217";38;" Private";313321;13;" Married";"Not-in-family";" Sales";" White";" M";0;0;"50 h";"52,79 Milers d'euros"
"CS218";45;" Private";182609;13;" Married";"Husband";" Professional";" White";" M";0;0;"55,5 h";"53,58 Milers d'euros"
"CS219";25;" Private";109434;6;" Single";"Husband";" Blue-Collar";" White";" M";0;0;"40,5 h";"47,34 Milers d'euros"
"CS220";31;" Private";255004;10;" Married";"Not-in-family";" Blue-Collar";" White";" M";0;0;"40 h";"52,66 Milers d'euros"
"CS221";64;" Other/Unknown";197860;2;" Divorced";"Husband";" Other/Unknown";" White";" M";0;0;"40,5 h";"43,59 Milers d'euros"
"CS222";76;" Private";187656;9;" Single";"Not-in-family";" Service";" Black";" M";0;0;"40,5 h";"42,93 Milers d'euros"
"CS223";54;" Private";51744;9;" Married";"Not-in-family";" White-Collar";" Black";" M";0;2206;"20 h";"51,23 Milers d'euros"
"CS224";53;" Government";176681;1;" Single";"Husband";" Blue-Collar";" White";" Fem";0;0;"35,5 h";"44,37 Milers d'euros"
"CS225";18;" Private";140359;9;" Single";"Not-in-family";" Sales";" White";" Fem";0;0;"40 h";"36,8 Milers d'euros"
"CS226";60;" Other/Unknown";243313;6;" Divorced";"Own-child";" Other/Unknown";" Amer-Indian-Eskimo";" Fem";0;0;"10,5 h";"33,08 Milers d'euros"
"CS227";66;" Self-Employed";24215;9;" Married";"Not-in-family";" Blue-Collar";" White";" M";0;0;"50 h";"51,86 Milers d'euros"
"CS228";75;" Private";167687;11;" Widowed";"Husband";" White-Collar";" White";" Fem";1409;0;"20,5 h";"43,33 Milers d'euros"
"CS229";65;" Private";314209;9;" Divorced";"Not-in-family";" White-Collar";" White";" Fem";0;0;"40,5 h";"46,71 Milers d'euros"
"CS230";35;" Private";176796;7;" Separated";"Not-in-family";" Blue-Collar";" Black";" M";0;0;"40,5 h";"40,39 Milers d'euros"
"CS231";41;" Private";538583;9;" Divorced";"Not-in-family";" Sales";" Black";" Fem";3674;0;"38,5 h";"43,07 Milers d'euros"
"CS232";25;" Private";130408;10;" Single";"Unmarried";" White-Collar";" White";" M";0;0;"42 h";"52,93 Milers d'euros"
"CS233";33;" Private";159732;10;" Divorced";"Not-in-family";" Blue-Collar";" Other";" Fem";0;0;"40 h";"34,72 Milers d'euros"
"CS234";28;" Private";110978;15;" Single";"Other-relative";" Professional";" White";" M";0;0;"55 h";"49,66 Milers d'euros"
"CS235";59;" Government";76714;9;" Married";"Not-in-family";" Service";" White";" M";0;0;"40,5 h";"55,61 Milers d'euros"
"CS236";40;" Government";268700;10;" Single";"Husband";" White-Collar";" White";" Fem";0;0;"38 h";"44,81 Milers d'euros"
"CS237";41;" Private";170525;13;" Married";"Not-in-family";" White-Collar";" White";" M";0;0;"50,5 h";"58,39 Milers d'euros"
"CS238";38;" Government";180138;14;" Married";"Husband";" White-Collar";" White";" M";0;0;"70 h";"64,42 Milers d'euros"
"CS239";23;" Private";115076;9;" Single";"Husband";" Blue-Collar";" White";" M";0;0;"40,5 h";"51,33 Milers d'euros"
"CS240";40;" Private";115458;13;" Married";"Own-child";" Professional";" White";" M";0;0;"40,5 h";"52,87 Milers d'euros"
"CS241";41;" Self-Employed";347890;9;" Married";"Husband";" Service";" White";" Fem";0;0;"20,5 h";"37,04 Milers d'euros"
"CS242";24;" Government";196001;12;" Married";"Wife";" Service";" White";" M";0;0;"50,5 h";"55,94 Milers d'euros"
"CS243";20;" Other/Unknown";273905;10;" Single";"Husband";" Other/Unknown";" White";" M";0;0;"20,5 h";"47,29 Milers d'euros"
"CS244";38;" Private";119156;10;" Divorced";"Own-child";" Blue-Collar";" White";" M";0;0;"40 h";"50,17 Milers d'euros"
"CS245";56;" Private";179488;9;" Married";"Not-in-family";" White-Collar";" White";" M";0;1741;"35 h";"57,16 Milers d'euros"
"CS246";58;" Private";203580;9;" Married";"Husband";" White-Collar";" White";" M";0;0;"45 h";"61,68 Milers d'euros"
"CS247";32;" Private";236596;9;" Single";"Husband";" Service";" White";" Fem";0;0;"34,5 h";"37,57 Milers d'euros"
"CS248";40;" Private";183916;12;" Married";"Not-in-family";" Service";" White";" M";0;0;"60 h";"51 Milers d'euros"
"CS249";45;" Private";207578;9;" Married";"Husband";" White-Collar";" White";" M";0;1977;"40 h";"56,01 Milers d'euros"
"CS250";41;" Private";153141;15;" Married";"Husband";" Professional";" White";" Fem";0;0;"40 h";"46,05 Milers d'euros"
"CS251";42;" Private";112763;13;" Married";"Wife";" White-Collar";" Black";" Fem";0;0;"40 h";"47,74 Milers d'euros"
"CS252";59;" Government";390781;6;" Widowed";"Wife";" Service";" Black";" Fem";0;0;"30 h";"40,91 Milers d'euros"
"CS253";19;" Government";171328;10;" Single";"Unmarried";" White-Collar";" White";" M";0;0;"40 h";"56,18 Milers d'euros"
"CS254";58;" Private";27382;10;" Single";"Own-child";" Blue-Collar";" White";" M";0;0;"20,5 h";"51,62 Milers d'euros"
"CS255";42;" Self-Employed";259014;9;" Married";"Not-in-family";" Blue-Collar";" Asian-Pac-Islander";" M";0;0;"40,5 h";"45,95 Milers d'euros"
"CS256";20;" Private";303044;9;" Single";"Husband";" Service";" White";" Fem";0;0;"40,5 h";"37,41 Milers d'euros"
"CS257";32;" Private";117789;9;" Separated";"Own-child";" Service";" White";" Fem";0;0;"30,5 h";"39,81 Milers d'euros"
"CS258";45;" Private";172579;11;" Widowed";"Not-in-family";" White-Collar";" White";" Fem";0;0;"45,5 h";"45870 euros"
"CS259";50;" Private";187666;4;" Divorced";"Not-in-family";" Blue-Collar";" White";" M";0;0;"40,5 h";"50,71 Milers d'euros"
"CS260";36;" Private";204518;13;" Divorced";"Not-in-family";" Professional";" White";" Fem";0;0;"40 h";"38,24 Milers d'euros"
"CS261";45;" Private";150042;9;" Married";"Own-child";" Sales";" White";" M";0;0;"60 h";"51,9 Milers d'euros"
"CS262";17;" Private";98092;7;" Single";"Husband";" Service";" White";" M";0;0;"12 h";"45,06 Milers d'euros"
"CS263";59;" Private";245918;10;" Married";"Own-child";" Sales";" White";" M";0;0;"40,5 h";"53160 euros"
"CS264";26;" Private";146013;7;" Married";"Husband";" Blue-Collar";" White";" M";4064;0;"40 h";"56,75 Milers d'euros"
"CS265";37;" Self-Employed";378322;10;" Married";"Husband";" White-Collar";" Asian-Pac-Islander";" M";0;0;"75 h";"50,55 Milers d'euros"
"CS266";19;" Other/Unknown";257295;10;" Single";"Husband";" Other/Unknown";" White";" M";0;0;"24 h";"47,49 Milers d'euros"
"CS267";64;" Private";218956;9;" Married";"Own-child";" White-Collar";" White";" M";0;0;"40 h";"57,64 Milers d'euros"
"CS268";33;" Private";21174;13;" Single";"Husband";" Professional";" White";" Fem";0;0;"45 h";"36,86 Milers d'euros"
"CS269";33;" Private";185480;9;" Married";"Not-in-family";" Blue-Collar";" White";" Fem";0;0;"40 h";"44,2 Milers d'euros"
"CS270";61;" Private";222205;9;" Married";"Wife";" White-Collar";" White";" M";0;0;"40 h";"58 Milers d'euros"
"CS271";17;" Private";69867;5;" Single";"Husband";" Service";" White";" M";0;0;"24,5 h";"47,47 Milers d'euros"
"CS272";50;" Self-Employed";191260;14;" Married";"Own-child";" Blue-Collar";" White";" M";1055;0;"98 h";"57,71 Milers d'euros"
"CS273";27;" Government";30653;14;" Single";"Husband";" Professional";" White";" M";2407;0;"35,5 h";"55,57 Milers d'euros"
"CS274";30;" Private";209109;9;" Divorced";"Own-child";" Professional";" White";" Fem";0;0;"40 h";"37,1 Milers d'euros"
"CS275";43;" Private";70377;9;" Married";"Own-child";" Blue-Collar";" Black";" M";0;0;"40 h";"48,98 Milers d'euros"
"CS276";44;" Private";477983;10;" Married";"Husband";" Blue-Collar";" White";" M";0;0;"40 h";"54,73 Milers d'euros"
"CS277";35;" Private";170924;10;" Single";"Husband";" White-Collar";" White";" Fem";7298;0;"40,5 h";"43,7 Milers d'euros"
"CS278";25;" Private";190174;10;" Single";"Not-in-family";" Service";" White";" Fem";0;0;"40 h";"38,2 Milers d'euros"
"CS279";24;" Private";193787;10;" Married";"Own-child";" Blue-Collar";" White";" Fem";0;0;"48,5 h";"46,12 Milers d'euros"
"CS280";22;" Private";279472;13;" Single";"Wife";" Professional";" White";" Fem";7298;0;"15 h";"39,19 Milers d'euros"
"CS281";42;" Government";34918;10;" Married";"Not-in-family";" Blue-Collar";" White";" M";0;0;"40 h";"56,23 Milers d'euros"
"CS282";34;" Private";97688;12;" Divorced";"Husband";" Sales";" Black";" Fem";5178;0;"45,5 h";"41,56 Milers d'euros"
"CS283";60;" Private";175413;13;" Divorced";"Unmarried";" Professional";" White";" Fem";0;0;"42 h";"42,86 Milers d'euros"
"CS284";21;" Private";173960;9;" Single";"Not-in-family";" Blue-Collar";" White";" M";0;0;"40,5 h";"50,09 Milers d'euros"
"CS285";57;" Government";205759;14;" Married";"Own-child";" Sales";" White";" M";0;0;"40,5 h";"58,49 Milers d'euros"
"CS286";41;" Private";425161;15;" Married";"Husband";" Professional";" White";" M";15024;0;"60 h";"55,95 Milers d'euros"
"CS287";50;" Private";220531;10;" Divorced";"Husband";" Service";" White";" M";0;0;"45,5 h";"50,39 Milers d'euros"
"CS288";25;" Private";176609;13;" Single";"Not-in-family";" White-Collar";" White";" Fem";0;0;"40,5 h";"47,26 Milers d'euros"
"CS289";50;" Private";371987;4;" Married";"Not-in-family";" Blue-Collar";" White";" M";0;0;"40,5 h";"53,5 Milers d'euros"
"CS290";36;" Private";193884;13;" Married";"Husband";" Professional";" White";" M";0;0;"45,5 h";"54,8 Milers d'euros"
"CS291";31;" Private";200352;9;" Divorced";"Husband";" Professional";" White";" Fem";0;0;"40,5 h";"42,26 Milers d'euros"
"CS292";29;" Government";127595;13;" Single";"Not-in-family";" Service";" White";" M";0;0;"56 h";"55,69 Milers d'euros"
"CS293";21;" Private";220419;10;" Single";"Not-in-family";" Sales";" White";" M";0;0;"45,5 h";"50,37 Milers d'euros"
"CS294";27;" Private";231931;13;" Single";"Own-child";" Service";" Black";" Fem";0;0;"40 h";"37,89 Milers d'euros"
"CS295";65;" Private";248402;9;" Married";"Unmarried";" Blue-Collar";" White";" M";0;0;"16,5 h";"59,22 Milers d'euros"
"CS296";37;" Self-Employed";111095;13;" Divorced";"Husband";" Sales";" White";" Fem";0;0;"60 h";"38,07 Milers d'euros"
"CS297";39;" Other/Unknown";57424;14;" Married";"Not-in-family";" Other/Unknown";" Asian-Pac-Islander";" Fem";0;0;"40 h";"42,94 Milers d'euros"
"CS298";24;" Private";157443;9;" Single";"Wife";" Blue-Collar";" White";" M";3464;0;"40 h";"48010 euros"
"CS299";38;" Private";278130;9;" Divorced";"Own-child";" Sales";" White";" M";0;0;"80 h";"50,37 Milers d'euros"
"CS300";48;" Private";169469;13;" Married";"Not-in-family";" White-Collar";" White";" M";0;0;"40 h";"61,17 Milers d'euros"
"CS301";21;" Private";146268;10;" Single";"Husband";" Service";" Asian-Pac-Islander";" Fem";7688;0;"25 h";"34,55 Milers d'euros"
"CS302";31;" Private";153718;9;" Married";"Not-in-family";" Blue-Collar";" White";" M";0;0;"45,5 h";"53,56 Milers d'euros"
"CS303";55;" Private";217460;9;" Married";"Husband";" Sales";" White";" M";0;0;"40,5 h";"50,76 Milers d'euros"
"CS304";24;" Private";238638;10;" Married";"Husband";" White-Collar";" Asian-Pac-Islander";" Fem";4386;0;"40,5 h";"43,41 Milers d'euros"
"CS305";43;" Private";303296;9;" Divorced";"Wife";" White-Collar";" White";" Fem";0;0;"40,5 h";"43,41 Milers d'euros"
"CS306";26;" Private";173321;12;" Single";"Not-in-family";" Service";" White";" M";0;0;"45,5 h";"49,51 Milers d'euros"
"CS307";46;" Private";193945;12;" Single";"Not-in-family";" Professional";" White";" Fem";0;0;"33,5 h";"36,06 Milers d'euros"
"CS308";35;" Private";83082;12;" Married";"Not-in-family";" White-Collar";" White";" M";0;0;"40 h";"58,39 Milers d'euros"
"CS309";41;" Self-Employed";193815;10;" Married";"Husband";" Blue-Collar";" White";" M";0;0;"54,5 h";"55,42 Milers d'euros"
"CS310";26;" Private";34987;13;" Single";"Husband";" Sales";" White";" M";0;0;"40,5 h";"53,09 Milers d'euros"
"CS311";34;" Private";59306;14;" Married";"Not-in-family";" White-Collar";" Asian-Pac-Islander";" M";0;0;"35,5 h";"51,51 Milers d'euros"
"CS312";19;" Other/Unknown";142897;10;" Single";"Husband";" Other/Unknown";" Black";" Fem";7298;0;"25,5 h";"35,93 Milers d'euros"
"CS313";36;" Self-Employed";860348;13;" Divorced";"Own-child";" Professional";" Black";" Fem";0;0;"40,5 h";"34,86 Milers d'euros"
"CS314";22;" Private";205607;10;" Single";"Not-in-family";" Sales";" White";" M";0;0;"15 h";"46,01 Milers d'euros"
"CS315";24;" Private";199698;10;" Single";"Own-child";" Blue-Collar";" White";" M";0;0;"40,5 h";"50,32 Milers d'euros"
"CS316";77;" Self-Employed";191954;10;" Married";"Not-in-family";" Sales";" White";" M";0;0;"40,5 h";"52,02 Milers d'euros"
"CS317";22;" Private";138714;3;" Married";"Husband";" Blue-Collar";" White";" Fem";0;0;"40 h";"42,58 Milers d'euros"
"CS318";29;" Private";399087;10;" Single";"Other-relative";" Service";" White";" Fem";0;0;"40,5 h";"35,65 Milers d'euros"
"CS319";62;" Private";423158;9;" Widowed";"Not-in-family";" Service";" White";" Fem";0;0;"24 h";"42,24 Milers d'euros"
"CS320";39;" Self-Employed";159841;9;" Married";"Not-in-family";" White-Collar";" White";" M";0;0;"40 h";"55,98 Milers d'euros"
"CS321";43;" Private";174308;10;" Married";"Husband";" Blue-Collar";" White";" M";0;0;"50,5 h";"56,36 Milers d'euros"
"CS322";35;" Private";50356;9;" Divorced";"Husband";" Blue-Collar";" White";" M";0;1485;"45 h";"54,63 Milers d'euros"
"CS323";29;" Private";186110;7;" Single";"Not-in-family";" White-Collar";" White";" Fem";0;0;"40,5 h";"39,56 Milers d'euros"
"CS324";76;" Self-Employed";200381;14;" Married";"Not-in-family";" Blue-Collar";" White";" M";0;0;"10,5 h";"55,24 Milers d'euros"
"CS325";63;" Self-Employed";174309;9;" Married";"Husband";" Blue-Collar";" White";" M";0;0;"45,5 h";"51,98 Milers d'euros"
"CS326";23;" Other/Unknown";78383;11;" Single";"Husband";" Other/Unknown";" Black";" Fem";0;0;"15,5 h";"35,92 Milers d'euros"
"CS327";43;" Private";211601;10;" Married";"Own-child";" Professional";" White";" Fem";0;0;"50,5 h";"43,77 Milers d'euros"
"CS328";58;" Self-Employed";187728;9;" Married";"Wife";" Blue-Collar";" White";" M";0;1887;"40 h";"54 Milers d'euros"
"CS329";66;" Private";321171;9;" Single";"Husband";" Blue-Collar";" White";" M";0;0;"55,5 h";"55,09 Milers d'euros"
"CS330";41;" Private";127921;10;" Single";"Not-in-family";" Blue-Collar";" Black";" M";2050;0;"45 h";"43,69 Milers d'euros"
"CS331";26;" Private";206565;13;" Single";"Not-in-family";" White-Collar";" White";" M";0;0;"40,5 h";"56,05 Milers d'euros"
"CS332";47;" Private";224563;11;" Single";"Not-in-family";" Service";" White";" M";0;0;"40,5 h";"46,64 Milers d'euros"
"CS333";55;" Government";178686;6;" Married";"Not-in-family";" White-Collar";" White";" M";0;0;"40 h";"59,27 Milers d'euros"
"CS334";53;" Private";98545;9;" Married";"Husband";" Blue-Collar";" White";" M";0;0;"40 h";"58,62 Milers d'euros"
"CS335";17;" Private";242606;3;" Single";"Husband";" Service";" White";" M";0;0;"48 h";"46,63 Milers d'euros"
"CS336";30;" Private";270942;9;" Single";"Other-relative";" Blue-Collar";" White";" M";0;0;"40,5 h";"46,79 Milers d'euros"
"CS337";49;" Private";94235;14;" Single";"Other-relative";" Professional";" White";" M";0;0;"60,5 h";"48,88 Milers d'euros"
"CS338";19;" Private";71195;9;" Single";"Not-in-family";" Sales";" Black";" M";0;0;"30,5 h";"38,86 Milers d'euros"
"CS339";45;" Private";104112;9;" Married";"Unmarried";" Service";" Black";" M";0;0;"40,5 h";"46,07 Milers d'euros"
"CS340";26;" Private";261192;12;" Single";"Husband";" Sales";" White";" M";0;0;"40 h";"48,5 Milers d'euros"
"CS341";38;" Private";94936;11;" Married";"Not-in-family";" Blue-Collar";" White";" M";0;0;"40 h";"57 Milers d'euros"
"CS342";36;" Government";296478;9;" Married";"Husband";" Service";" White";" M";7298;0;"40 h";"57,99 Milers d'euros"
"CS343";33;" Private";119272;9;" Single";"Husband";" Blue-Collar";" White";" M";7298;0;"20,5 h";"53,72 Milers d'euros"
"CS344";22;" Government";85043;10;" Single";"Not-in-family";" Service";" Black";" Fem";0;0;"40 h";"42,07 Milers d'euros"
"CS345";43;" Self-Employed";293364;13;" Single";"Own-child";" Sales";" White";" M";0;0;"42 h";"46,48 Milers d'euros"
"CS346";67;" Other/Unknown";241895;7;" Married";"Not-in-family";" Other/Unknown";" White";" M";0;0;"8 h";"44,91 Milers d'euros"
"CS347";30;" Other/Unknown";36135;11;" Divorced";"Husband";" Other/Unknown";" White";" Fem";0;0;"40,5 h";"36,71 Milers d'euros"
"CS348";56;" Private";151989;12;" Married";"Unmarried";" Service";" White";" M";0;0;"25,5 h";"52,01 Milers d'euros"
"CS349";31;" Private";101128;13;" Single";"Not-in-family";" Professional";" White";" M";0;0;"25 h";"47,76 Milers d'euros"
"CS350";33;" Private";156464;13;" Married";"Own-child";" White-Collar";" White";" M";0;0;"40,5 h";"57,86 Milers d'euros"
"CS351";26;" Private";117963;9;" Married";"Husband";" Service";" White";" M";0;0;"40 h";"53,8 Milers d'euros"
"CS352";33;" Private";192262;13;" Married";"Husband";" White-Collar";" White";" M";0;0;"40,5 h";"54230 euros"
"CS353";46;" Government";111363;7;" Married";"Husband";" Blue-Collar";" White";" M";0;0;"30,5 h";"57,6 Milers d'euros"
"CS354";59;" Other/Unknown";329752;13;" Married";"Husband";" Other/Unknown";" White";" M";0;0;"40 h";"51,23 Milers d'euros"
"CS355";38;" Government";372020;9;" Married";"Husband";" White-Collar";" White";" M";0;0;"40,5 h";"59,34 Milers d'euros"
"CS356";65;" Private";95432;7;" Widowed";"Husband";" Service";" Other";" M";0;0;"40 h";"38,49 Milers d'euros"
"CS357";40;" Private";161400;11;" Married";"Unmarried";" Service";" White";" M";0;0;"40,5 h";"53,63 Milers d'euros"
"CS358";42;" Private";96129;9;" Married";"Husband";" White-Collar";" White";" Fem";0;0;"35,5 h";"47,03 Milers d'euros"
"CS359";26;" Self-Employed";111949;5;" Married";"Wife";" Blue-Collar";" White";" M";0;0;"40 h";"45,6 Milers d'euros"
"CS360";36;" Private";117125;6;" Married";"Husband";" Service";" White";" Fem";0;0;"24 h";"45,8 Milers d'euros"
"CS361";62;" Private";348022;14;" Married";"Wife";" Professional";" White";" M";0;0;"40 h";"54,99 Milers d'euros"
"CS362";43;" Private";270092;13;" Married";"Husband";" Blue-Collar";" White";" M";0;0;"45,5 h";"57,97 Milers d'euros"
"CS363";43;" Private";180609;13;" Divorced";"Husband";" White-Collar";" White";" M";0;0;"45,5 h";"56,22 Milers d'euros"
"CS364";22;" Private";174575;9;" Married";"Not-in-family";" Sales";" White";" M";0;1564;"55,5 h";"54,15 Milers d'euros"
"CS365";28;" Private";410439;9;" Married";"Not-in-family";" Blue-Collar";" White";" M";0;0;"40 h";"56,47 Milers d'euros"
"CS366";56;" Self-Employed";92262;10;" Married";"Husband";" Sales";" White";" M";0;0;"45 h";"49,71 Milers d'euros"
"CS367";22;" Private";183081;12;" Single";"Husband";" Sales";" White";" Fem";0;0;"15 h";"38,59 Milers d'euros"
"CS368";57;" Private";362589;13;" Divorced";"Not-in-family";" White-Collar";" White";" Fem";0;0;"45 h";"44,2 Milers d'euros"
"CS369";39;" Private";212448;9;" Divorced";"Not-in-family";" Sales";" White";" Fem";0;0;"40,5 h";"40,87 Milers d'euros"
"CS370";26;" Government";481060;10;" Single";"Unmarried";" White-Collar";" White";" Fem";0;0;"15 h";"45,41 Milers d'euros"
"CS371";17;" Private";185885;7;" Single";"Unmarried";" Service";" White";" M";0;0;"10,5 h";"50,81 Milers d'euros"
"CS372";40;" Government";89821;11;" Married";"Own-child";" Blue-Collar";" White";" M";0;0;"38,5 h";"56,45 Milers d'euros"
"CS373";45;" Private";184018;9;" Married";"Husband";" Blue-Collar";" Black";" M";0;0;"40 h";"46,41 Milers d'euros"
"CS374";44;" Private";256649;9;" Single";"Husband";" Blue-Collar";" Black";" M";0;0;"40,5 h";"44,96 Milers d'euros"
"CS375";20;" Government";160323;10;" Single";"Not-in-family";" White-Collar";" White";" Fem";0;0;"10 h";"47,02 Milers d'euros"
