"CS_ID","age","workclass","education_num","marital_status","relationship","occupation","race","gender","hours_per_week","income","education_cat"
"CS295",65,"Private",9,"M","Unmarried","Blue-Collar","White","m",16.5,59.22,"Secundaria"
"CS296",37,"Self-Employed",13,"D","Husband","Sales","White","f",60,38.07,"Universitaria"
"CS297",39,"Other/Unknown",14,"M","Not-in-family","Other/Unknown","Asian-Pac-Islander","f",40,42.94,"Postuniversitaria"
"CS298",24,"Private",9,"S","Wife","Blue-Collar","White","m",40,48.01,"Secundaria"
"CS299",38,"Private",9,"D","Own-child","Sales","White","m",80,50.37,"Secundaria"
"CS300",48,"Private",13,"M","Not-in-family","White-Collar","White","m",40,61.17,"Universitaria"
"CS301",21,"Private",10,"S","Husband","Service","Asian-Pac-Islander","f",25,34.55,"Universitaria"
"CS302",31,"Private",9,"M","Not-in-family","Blue-Collar","White","m",45.5,53.56,"Secundaria"
"CS303",55,"Private",9,"M","Husband","Sales","White","m",40.5,50.76,"Secundaria"
"CS304",24,"Private",10,"M","Husband","White-Collar","Asian-Pac-Islander","f",40.5,43.41,"Universitaria"
"CS305",43,"Private",9,"D","Wife","White-Collar","White","f",40.5,43.41,"Secundaria"
"CS306",26,"Private",12,"S","Not-in-family","Service","White","m",45.5,49.51,"Universitaria"
"CS307",46,"Private",12,"S","Not-in-family","Professional","White","f",33.5,36.06,"Universitaria"
"CS308",35,"Private",12,"M","Not-in-family","White-Collar","White","m",40,58.39,"Universitaria"
"CS309",41,"Self-Employed",10,"M","Husband","Blue-Collar","White","m",54.5,55.42,"Universitaria"
"CS310",26,"Private",13,"S","Husband","Sales","White","m",40.5,53.09,"Universitaria"
"CS311",34,"Private",14,"M","Not-in-family","White-Collar","Asian-Pac-Islander","m",35.5,51.51,"Postuniversitaria"
"CS312",19,"Other/Unknown",10,"S","Husband","Other/Unknown","Black","f",25.5,35.93,"Universitaria"
"CS313",36,"Self-Employed",13,"D","Own-child","Professional","Black","f",40.5,34.86,"Universitaria"
"CS314",22,"Private",10,"S","Not-in-family","Sales","White","m",15,46.01,"Universitaria"
"CS315",24,"Private",10,"S","Own-child","Blue-Collar","White","m",40.5,50.32,"Universitaria"
"CS316",77,"Self-Employed",10,"M","Not-in-family","Sales","White","m",40.5,52.02,"Universitaria"
"CS317",22,"Private",3,"M","Husband","Blue-Collar","White","f",40,42.58,"Primaria"
"CS318",29,"Private",10,"S","Other-relative","Service","White","f",40.5,35.65,"Universitaria"
"CS319",62,"Private",9,"W","Not-in-family","Service","White","f",24,42.24,"Secundaria"
"CS320",39,"Self-Employed",9,"M","Not-in-family","White-Collar","White","m",40,55.98,"Secundaria"
"CS321",43,"Private",10,"M","Husband","Blue-Collar","White","m",50.5,56.36,"Universitaria"
"CS322",35,"Private",9,"D","Husband","Blue-Collar","White","m",45,54.63,"Secundaria"
"CS323",29,"Private",7,"S","Not-in-family","White-Collar","White","f",40.5,39.56,"Secundaria"
"CS324",76,"Self-Employed",14,"M","Not-in-family","Blue-Collar","White","m",10.5,55.24,"Postuniversitaria"
"CS325",63,"Self-Employed",9,"M","Husband","Blue-Collar","White","m",45.5,51.98,"Secundaria"
"CS326",23,"Other/Unknown",11,"S","Husband","Other/Unknown","Black","f",15.5,35.92,"Universitaria"
"CS327",43,"Private",10,"M","Own-child","Professional","White","f",50.5,43.77,"Universitaria"
"CS328",58,"Self-Employed",9,"M","Wife","Blue-Collar","White","m",40,54,"Secundaria"
"CS329",66,"Private",9,"S","Husband","Blue-Collar","White","m",55.5,55.09,"Secundaria"
"CS330",41,"Private",10,"S","Not-in-family","Blue-Collar","Black","m",45,43.69,"Universitaria"
"CS331",26,"Private",13,"S","Not-in-family","White-Collar","White","m",40.5,56.05,"Universitaria"
"CS332",47,"Private",11,"S","Not-in-family","Service","White","m",40.5,46.64,"Universitaria"
"CS333",55,"Government",6,"M","Not-in-family","White-Collar","White","m",40,59.27,"Primaria"
"CS334",53,"Private",9,"M","Husband","Blue-Collar","White","m",40,58.62,"Secundaria"
"CS335",17,"Private",3,"S","Husband","Service","White","m",48,46.63,"Primaria"
"CS336",30,"Private",9,"S","Other-relative","Blue-Collar","White","m",40.5,46.79,"Secundaria"
"CS337",49,"Private",14,"S","Other-relative","Professional","White","m",60.5,48.88,"Postuniversitaria"
"CS338",19,"Private",9,"S","Not-in-family","Sales","Black","m",30.5,38.86,"Secundaria"
"CS339",45,"Private",9,"M","Unmarried","Service","Black","m",40.5,46.07,"Secundaria"
"CS340",26,"Private",12,"S","Husband","Sales","White","m",40,48.5,"Universitaria"
"CS341",38,"Private",11,"M","Not-in-family","Blue-Collar","White","m",40,57,"Universitaria"
"CS342",36,"Government",9,"M","Husband","Service","White","m",40,57.99,"Secundaria"
"CS343",33,"Private",9,"S","Husband","Blue-Collar","White","m",20.5,53.72,"Secundaria"
"CS344",22,"Government",10,"S","Not-in-family","Service","Black","f",40,42.07,"Universitaria"
"CS345",43,"Self-Employed",13,"S","Own-child","Sales","White","m",42,46.48,"Universitaria"
"CS346",67,"Other/Unknown",7,"M","Not-in-family","Other/Unknown","White","m",8,44.91,"Secundaria"
"CS347",30,"Other/Unknown",11,"D","Husband","Other/Unknown","White","f",40.5,36.71,"Universitaria"
"CS348",56,"Private",12,"M","Unmarried","Service","White","m",25.5,52.01,"Universitaria"
"CS349",31,"Private",13,"S","Not-in-family","Professional","White","m",25,47.76,"Universitaria"
"CS350",33,"Private",13,"M","Own-child","White-Collar","White","m",40.5,57.86,"Universitaria"
"CS351",26,"Private",9,"M","Husband","Service","White","m",40,53.8,"Secundaria"
"CS352",33,"Private",13,"M","Husband","White-Collar","White","m",40.5,54.23,"Universitaria"
"CS353",46,"Government",7,"M","Husband","Blue-Collar","White","m",30.5,57.6,"Secundaria"
"CS354",59,"Other/Unknown",13,"M","Husband","Other/Unknown","White","m",40,51.23,"Universitaria"
"CS355",38,"Government",9,"M","Husband","White-Collar","White","m",40.5,59.34,"Secundaria"
"CS356",65,"Private",7,"W","Husband","Service","Other","m",40,38.49,"Secundaria"
"CS357",40,"Private",11,"M","Unmarried","Service","White","m",40.5,53.63,"Universitaria"
"CS358",42,"Private",9,"M","Husband","White-Collar","White","f",35.5,47.03,"Secundaria"
"CS359",26,"Self-Employed",5,"M","Wife","Blue-Collar","White","m",40,45.6,"Primaria"
"CS360",36,"Private",6,"M","Husband","Service","White","f",24,45.8,"Primaria"
"CS361",62,"Private",14,"M","Wife","Professional","White","m",40,54.99,"Postuniversitaria"
"CS362",43,"Private",13,"M","Husband","Blue-Collar","White","m",45.5,57.97,"Universitaria"
"CS363",43,"Private",13,"D","Husband","White-Collar","White","m",45.5,56.22,"Universitaria"
"CS364",22,"Private",9,"M","Not-in-family","Sales","White","m",55.5,54.15,"Secundaria"
"CS365",28,"Private",9,"M","Not-in-family","Blue-Collar","White","m",40,56.47,"Secundaria"
"CS366",56,"Self-Employed",10,"M","Husband","Sales","White","m",45,49.71,"Universitaria"
"CS367",22,"Private",12,"S","Husband","Sales","White","f",15,38.59,"Universitaria"
"CS368",57,"Private",13,"D","Not-in-family","White-Collar","White","f",45,44.2,"Universitaria"
"CS369",39,"Private",9,"D","Not-in-family","Sales","White","f",40.5,40.87,"Secundaria"
"CS370",26,"Government",10,"S","Unmarried","White-Collar","White","f",15,45.41,"Universitaria"
"CS371",17,"Private",7,"S","Unmarried","Service","White","m",10.5,50.81,"Secundaria"
"CS372",40,"Government",11,"M","Own-child","Blue-Collar","White","m",38.5,56.45,"Universitaria"
"CS373",45,"Private",9,"M","Husband","Blue-Collar","Black","m",40,46.41,"Secundaria"
"CS374",44,"Private",9,"S","Husband","Blue-Collar","Black","m",40.5,44.96,"Secundaria"
"CS375",20,"Government",10,"S","Not-in-family","White-Collar","White","f",10,47.02,"Universitaria"
"CS376",33,"Private",9,"M","Own-child","Blue-Collar","White","f",40,43.8,"Secundaria"
"CS377",23,"Private",10,"S","Wife","Sales","White","m",40,46,"Universitaria"
"CS378",46,"Self-Employed",14,"D","Not-in-family","White-Collar","White","m",30,52.91,"Postuniversitaria"
"CS379",38,"Private",9,"M","Not-in-family","Sales","White","m",50.5,52.4,"Secundaria"
"CS380",54,"Private",9,"D","Husband","Blue-Collar","White","m",40.5,49.03,"Secundaria"
"CS381",46,"Private",3,"D","Not-in-family","Blue-Collar","White","f",45,40.73,"Primaria"
"CS382",25,"Private",10,"M","Not-in-family","Blue-Collar","White","m",40,55.43,"Universitaria"
"CS383",46,"Private",10,"D","Husband","Sales","White","f",40.5,40.03,"Universitaria"
"CS384",36,"Government",10,"M","Not-in-family","Blue-Collar","White","f",40.5,47.27,"Universitaria"
"CS385",23,"Private",9,"S","Wife","Service","White","f",25.5,38.18,"Secundaria"
"CS386",29,"Private",9,"X","Not-in-family","Blue-Collar","White","m",40,53.62,"Secundaria"
"CS387",44,"Private",10,"M","Not-in-family","White-Collar","White","f",6,47.51,"Universitaria"
"CS388",19,"Private",10,"S","Wife","White-Collar","White","f",16.5,39.88,"Universitaria"
"CS389",19,"Private",9,"S","Own-child","Service","White","f",40,36.69,"Secundaria"
"CS390",35,"Private",9,"M","Other-relative","Service","White","f",40,42.73,"Secundaria"
"CS391",27,"Private",13,"S","Wife","Blue-Collar","White","m",50.5,51.05,"Universitaria"
"CS392",46,"Self-Employed",12,"X","Not-in-family","Blue-Collar","White","m",40.5,44.98,"Universitaria"
"CS393",34,"Government",13,"M","Not-in-family","White-Collar","White","m",45,64.17,"Universitaria"
"CS394",34,"Private",9,"S","Husband","Service","White","f",35.5,36.2,"Secundaria"
"CS395",44,"Private",10,"M","Not-in-family","Service","White","m",40.5,51.47,"Universitaria"
"CS396",45,"Private",10,"D","Husband","Blue-Collar","White","f",40.5,45.66,"Universitaria"
"CS397",20,"Other/Unknown",9,"S","Unmarried","Other/Unknown","White","f",35,32.89,"Secundaria"
"CS398",25,"Private",13,"M","Other-relative","White-Collar","White","m",55.5,60.12,"Universitaria"
"CS399",52,"Self-Employed",13,"M","Husband","White-Collar","White","m",50.5,53.57,"Universitaria"
"CS400",20,"Private",10,"S","Husband","Blue-Collar","White","m",40,50.19,"Universitaria"
"CS401",28,"Private",10,"S","Own-child","Service","White","f",40,37.99,"Universitaria"
"CS402",50,"Government",13,"M","Not-in-family","Service","White","m",40,55.39,"Universitaria"
"CS403",34,"Private",11,"D","Husband","Service","White","f",64.5,39.08,"Universitaria"
"CS404",28,"Private",4,"M","Not-in-family","Blue-Collar","Other","m",40,42.22,"Primaria"
"CS405",41,"Private",14,"M","Husband","White-Collar","White","m",65.5,60.86,"Postuniversitaria"
"CS406",28,"Private",9,"M","Husband","White-Collar","White","m",40,53.53,"Secundaria"
"CS407",46,"Self-Employed",9,"M","Husband","Blue-Collar","White","m",25.5,51.22,"Secundaria"
"CS408",28,"Other/Unknown",10,"M","Husband","Other/Unknown","White","f",40.5,40.65,"Universitaria"
"CS409",32,"Private",10,"M","Wife","White-Collar","White","m",50,56.48,"Universitaria"
"CS410",41,"Government",10,"D","Husband","Service","Black","f",24.5,43.5,"Universitaria"
"CS411",24,"Private",9,"S","Not-in-family","Blue-Collar","Black","f",40.5,41.69,"Secundaria"
"CS412",33,"Private",10,"D","Unmarried","White-Collar","White","f",40,44.83,"Universitaria"
"CS413",46,"Private",16,"M","Unmarried","White-Collar","White","m",60,61.45,"Postuniversitaria"
"CS414",31,"Government",10,"M","Husband","Blue-Collar","White","m",40.5,58.98,"Universitaria"
"CS415",35,"Private",8,"D","Husband","Blue-Collar","White","m",50,51.2,"Secundaria"
"CS416",52,"Private",2,"M","Not-in-family","Blue-Collar","White","m",40.5,48.09,"Primaria"
"CS417",30,"Private",7,"S","Husband","Service","White","f",19,36.45,"Secundaria"
"CS418",34,"Government",7,"X","Own-child","Blue-Collar","Black","m",40.5,47.25,"Secundaria"
"CS419",34,"Government",9,"D","Not-in-family","Blue-Collar","White","f",40.5,47.08,"Secundaria"
"CS420",20,"Private",10,"M","Unmarried","Sales","White","m",30,50.49,"Universitaria"
"CS421",17,"Private",7,"S","Husband","Blue-Collar","White","m",18.5,52.78,"Secundaria"
"CS422",32,"Government",13,"M","Own-child","White-Collar","White","f",40.5,52.76,"Universitaria"
"CS423",29,"Private",9,"D","Wife","Blue-Collar","White","m",40.5,52.11,"Secundaria"
"CS424",33,"Private",6,"S","Not-in-family","Blue-Collar","White","f",35,42.44,"Primaria"
"CS425",25,"Private",9,"M","Unmarried","Blue-Collar","White","m",60,53.9,"Secundaria"
"CS426",36,"Government",14,"S","Husband","Professional","White","m",40.5,53.72,"Postuniversitaria"
"CS427",23,"Private",9,"S","Not-in-family","Blue-Collar","White","m",72,56.43,"Secundaria"
"CS428",63,"Self-Employed",9,"M","Not-in-family","White-Collar","White","m",40,54.9,"Secundaria"
"CS429",47,"Government",14,"M","Husband","Professional","White","m",40.5,62.22,"Postuniversitaria"
"CS430",39,"Other/Unknown",9,"W","Husband","Other/Unknown","White","m",24.5,43.53,"Secundaria"
"CS431",17,"Other/Unknown",7,"S","Not-in-family","Other/Unknown","White","m",40.5,43.5,"Secundaria"
"CS432",40,"Self-Employed",13,"M","Own-child","Professional","White","f",40.5,42.19,"Universitaria"
"CS433",30,"Private",12,"M","Not-in-family","Service","White","f",25,42.97,"Universitaria"
"CS434",27,"Private",10,"S","Wife","Blue-Collar","Asian-Pac-Islander","m",40,39.6,"Universitaria"
"CS435",33,"Private",14,"M","Own-child","Professional","White","m",50,54.87,"Postuniversitaria"
"CS436",34,"Government",9,"S","Husband","Blue-Collar","Black","m",60.5,45.46,"Secundaria"
"CS437",34,"Government",10,"S","Not-in-family","Service","White","f",40.5,43.75,"Universitaria"
"CS438",23,"Private",10,"M","Not-in-family","White-Collar","White","m",40.5,59.16,"Universitaria"
"CS439",42,"Government",10,"M","Husband","White-Collar","White","f",40.5,47.11,"Universitaria"
"CS440",29,"Private",13,"S","Wife","Professional","White","m",40.5,52.57,"Universitaria"
"CS441",45,"Private",9,"D","Not-in-family","White-Collar","White","f",28,41.5,"Secundaria"
"CS442",24,"Government",9,"S","Not-in-family","Other/Unknown","White","m",40.5,52.62,"Secundaria"
"CS443",44,"Private",10,"M","Own-child","Professional","White","m",40.5,54.94,"Universitaria"
"CS444",27,"Private",5,"S","Husband","Blue-Collar","White","m",40.5,49.16,"Primaria"
"CS445",20,"Private",10,"S","Other-relative","Sales","White","m",35.5,46.46,"Universitaria"
"CS446",44,"Private",9,"W","Not-in-family","White-Collar","Black","f",40,44.14,"Secundaria"
"CS447",51,"Private",9,"M","Unmarried","Blue-Collar","Amer-Indian-Eskimo","m",40.5,46.4,"Secundaria"
"CS448",20,"Private",9,"M","Husband","Blue-Collar","White","m",40.5,56.36,"Secundaria"
"CS449",17,"Other/Unknown",7,"S","Husband","Other/Unknown","White","f",5,28.73,"Secundaria"
"CS450",19,"Private",9,"S","Own-child","Blue-Collar","Black","f",40,37.29,"Secundaria"
"CS451",45,"Self-Employed",10,"M","Own-child","Blue-Collar","White","m",55,55.96,"Universitaria"
"CS452",60,"Private",9,"M","Husband","Blue-Collar","White","m",40.5,57.88,"Secundaria"
"CS453",42,"Private",12,"M","Husband","White-Collar","Black","m",40,51.05,"Universitaria"
"CS454",44,"Self-Employed",9,"M","Husband","Sales","White","f",40,40.74,"Secundaria"
"CS455",40,"Private",11,"M","Wife","Blue-Collar","Asian-Pac-Islander","m",40.5,48.14,"Universitaria"
"CS456",30,"Private",9,"M","Husband","White-Collar","White","f",40.5,41.57,"Secundaria"
"CS457",38,"Private",10,"M","Wife","Blue-Collar","Black","m",50.5,49.96,"Universitaria"
"CS458",23,"Private",9,"M","Husband","Blue-Collar","White","m",60,54.31,"Secundaria"
"CS459",32,"Other/Unknown",10,"M","Husband","Other/Unknown","White","m",40,49.72,"Universitaria"
"CS460",44,"Private",12,"S","Husband","Blue-Collar","White","m",40.5,51.65,"Universitaria"
"CS461",54,"Government",9,"M","Own-child","Blue-Collar","Black","m",40.5,53.35,"Secundaria"
"CS462",32,"Private",13,"M","Husband","Professional","White","m",50,53.79,"Universitaria"
"CS463",50,"Private",2,"M","Husband","Blue-Collar","White","m",40.5,54.36,"Primaria"
"CS464",24,"Private",13,"S","Unmarried","Service","White","f",20.5,37.57,"Universitaria"
"CS465",37,"Private",9,"M","Not-in-family","White-Collar","White","f",60.5,45.51,"Secundaria"
"CS466",52,"Private",9,"D","Wife","Blue-Collar","White","m",40,54.97,"Secundaria"
"CS467",38,"Private",10,"M","Unmarried","Blue-Collar","White","m",40.5,56.92,"Universitaria"
"CS468",49,"Private",14,"M","Husband","White-Collar","White","m",45.5,62.61,"Postuniversitaria"
"CS469",30,"Private",13,"M","Husband","Service","White","f",16.5,42.54,"Universitaria"
"CS470",60,"Private",10,"S","Wife","Professional","White","m",40,52.35,"Universitaria"
"CS471",22,"Other/Unknown",10,"S","Unmarried","Other/Unknown","White","m",40,48.91,"Universitaria"
"CS472",35,"Private",9,"S","Own-child","Blue-Collar","White","m",40.5,50.48,"Secundaria"
"CS473",30,"Private",9,"S","Not-in-family","Blue-Collar","White","m",60,48.84,"Secundaria"
"CS474",67,"Private",11,"D","Not-in-family","Service","White","f",24,39.66,"Universitaria"
"CS475",46,"Private",13,"S","Not-in-family","Blue-Collar","White","f",40,42.18,"Universitaria"
"CS476",17,"Private",5,"S","Not-in-family","Service","White","m",6.5,45.54,"Primaria"
"CS477",22,"Private",10,"S","Not-in-family","Blue-Collar","White","m",30,54.08,"Universitaria"
"CS478",27,"Private",6,"S","Own-child","Service","White","m",40.5,46.22,"Primaria"
"CS479",23,"Private",9,"S","Not-in-family","Service","White","f",35.5,38.28,"Secundaria"
"CS480",33,"Private",12,"M","Unmarried","Blue-Collar","White","m",45.5,55.6,"Universitaria"
"CS481",43,"Self-Employed",10,"M","Husband","Blue-Collar","White","m",20,52.03,"Universitaria"
"CS482",28,"Government",13,"S","Husband","Professional","White","m",20.5,54.1,"Universitaria"
"CS483",41,"Private",9,"M","Not-in-family","Blue-Collar","White","f",40,47.88,"Secundaria"
"CS484",52,"Other/Unknown",8,"S","Unmarried","Other/Unknown","Black","m",40.5,37.48,"Secundaria"
"CS485",25,"Private",10,"M","Other-relative","White-Collar","Black","f",20.5,47.88,"Universitaria"
"CS486",63,"Other/Unknown",2,"M","Own-child","Other/Unknown","White","m",35.5,49.12,"Primaria"
"CS487",59,"Government",9,"M","Husband","Blue-Collar","White","m",45,61.74,"Secundaria"
"CS488",45,"Government",13,"D","Husband","Professional","White","f",40.5,44.43,"Universitaria"
"CS489",38,"Private",13,"M","Unmarried","Sales","White","m",60,57.22,"Universitaria"
"CS490",40,"Private",9,"S","Husband","Service","White","f",35.5,37.28,"Secundaria"
"CS491",46,"Government",9,"D","Not-in-family","White-Collar","White","m",40.5,58.16,"Secundaria"
"CS492",35,"Private",12,"S","Not-in-family","White-Collar","White","f",60.5,47.38,"Universitaria"
